50,Room Service|Restaurant|baby sitting|Banquet Facilities|Currency Exchange|Doctor on Call|EDLC|Gift Shop |laundry|lift|Lobby|Front Desk|Multi Cuisine Restaurant |Locker Facility|Non Smoking Hotel|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24/7 front desk|Welcome Drinks|power|multilingual staff|wake up call|access via exterior corridors|Multi - Line Phone|pick and drop|Transfers Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|car rental|EDLC|Meditation Room| Drivers Rest Room|free internet access|Newspapers In Lobby|24/7 room service|Party hall|RO Water Purification System|parking available
53,Room Service|Internet Access|airport shuttle/ Surcharge|Currency Exchange|Doctor on Call|Internet Access - Surcharge|laundry|parking available|Front Desk|Local Tour / Travel Desk|Major Credit Cards Accepted|24/7 front desk|Luggage Storage|Medical Assistance Available|power|express check-in/check-out / Check-Out|wake up call|Suitable For Children|smoking room|fax/photocopying|kitchen| Bike on Rent|Vegetarian Food / Jain Food Available|car rental|taxi service|Food Facility| Drivers Rest Room|free internet access|Newspapers In Lobby|Postal / Parcel Services|family room|24/7 room service|Air / Rail Booking|STD / ISD|courier service|laptop rental|Internet / fax/photocopying|parking available|Internet Access|Room Service|Trekking|CCTV|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Hotel Trading License|Paid Transfers|Stamps and Mailing Facility
58,Internet Access|Restaurant|swimming pool|airport shuttle surage|Bar / Lounge |Currency Exchange|Doctor on Call|laundry|Night Club|non-smoking room|Front Desk|Locker Facility|Major Credit Cards Accepted|Welcome Drinks|power|garden|wake up call|pick and drop|Smoking Area |Veranda|Open Air Restaurant | Bike on Rent|car rental|taxi service|Newspapers In Lobby|Baggage Room|Outdoor Parking - Secured|parking available|Internet Access|Restaurant|Fire Safety
59,Internet Access|Restaurant|doctor on call|EDLC|Games Zone|laundry|Library|Lobby|non-smoking room|parking available|Front Desk|Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24/7 front desk|power|audio visual equipment|wake up call|Coffee Shop / Cafe|smoking room|Veranda| Bike on Rent|car rental|EDLC|Food Facility|free internet access|Newspapers In Lobby|family room|RO Water Purification System|Outdoor Parking - Secured|parking available|Internet Access|Recreation Zone
60,Room Service|EDLC|parking available|Front Desk|Locker Facility|24/7 front desk|Medical Assistance Available|Welcome Drinks|power|Suitable For Children|car rental|Food Facility|free internet access|Newspapers In Lobby|24/7 room service|Outdoor Parking - Secured|parking available|Room Service|Full Time Operation for All 7 Days|Security at All Hotel Entrances
64,Room Service|Swimming Pool|Restaurant|swimming pool|Bar / Lounge |Doctor on Call|laundry|Lobby|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|24/7 front desk|power|garden|free internet access|24/7 room service|Outdoor Parking - Secured|parking available
68,Room Service|Swimming Pool|RestaurantSwimming Pool|airport shuttle surage|Banquet Facilities|Bar / Lounge |Business Center |Disabled Friendly Facilities |Doctor on Call|EDLC|laundry|Lobby|non-smoking room|parking available|Front Desk|Multi Cuisine Restaurant |24/7 front desk|Luggage Storage|Medical Assistance Available|Welcome Drinks|power|conference facility |Free Local Calls|Picnic Area|Nature Walk|EDLC|taxi service|Newspapers In Lobby|24/7 room service| Cook Services|Party hall|parking available
73,Room Service|RestaurantBanquet Facilities|Business Center |Doctor on Call|laundry|lift|Lobby|parking available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24/7 front desk|Luggage Storage|power|multilingual staff|conference facility |EDLC|Food Facility|Newspapers In Lobby|Baggage Room|parking available
82,Room Service|air conditioning|free internet access|24/7 room service
83,Room ServiceDoctor on Call|parking available|Front Desk|power|Outdoor Parking - Secured|parking available|Room Service
85,Room Service|Swimming Pool|Restaurant|swimming pool|Bar / Lounge |Business Center |Currency Exchange|laundry|lift|Lobby|parking available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|24/7 front desk|Medical Assistance Available|Welcome Drinks|power|conference facility |fax/photocopying|conference facility|free internet access|Newspapers In Lobby|24/7 room service|Outdoor Parking - Secured|parking available
86,Room Service|RestaurantDoctor on Call|laundry|Multi Cuisine Restaurant |air conditioning|Coffee Shop / Cafe|Open Air Restaurant |24/7 room service
87,Room Service|Internet Access|Swimming Pool|Restaurant|swimming pool|Bar / Lounge |Business Center |Internet Access - Surcharge|laundry|lift|parking available|Front Desk|Multi Cuisine Restaurant |Locker Facility|power|garden|Transfers Available|free internet access|24/7 room service|Outdoor Parking - Secured|parking available|Room Service|porter|Public Restrooms|restaurant |Suites
88,Room Serviceparking available|Front Desk|Locker Facility|power|24/7 room service
92,Room Service|Gym/Spa|Swimming Pool|RestaurantSwimming Pool|Banquet Facilities|Bar / Lounge |Currency Exchange|Doctor on Call|EDLC|health club/gym |parking available|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Local Tour / Travel Desk|Major Credit Cards Accepted|conference facility |spa
94,Room Service|Internet Access|RestaurantBusiness Center |Internet Access - Surcharge|laundry|Lobby|parking available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|car rental|Guide / Sightseeing Service
95,Room Service|Internet Access|Swimming Pool|RestaurantSwimming Pool|Bar / Lounge |Internet Access - Surcharge|parking available|Multi Cuisine Restaurant |garden|Outdoor Parking - Secured|parking available|Room Service
97,Room Service|EDLC|Locker Facility|garden|free internet access|parking available|Room Service|Public Restrooms
98,Room Service|Internet Access|airport shuttle/ Surcharge|Doctor on Call|EDLC|Internet Access - Surcharge|laundry|parking available|Front Desk|Locker Facility|Major Credit Cards Accepted|24/7 front desk|Luggage Storage|Medical Assistance Available|Welcome Drinks|power|Exhibit Space|wake up call|smoking room|car rental|EDLC|taxi service|free internet access|Newspapers In Lobby|family room|24/7 room service|Air / Rail Booking|STD / ISD|Baggage Room|courier service|parking available
101,Room Service|Internet Access|Restaurant|airport shuttle/ Surcharge|beauty salon|Business Center |Currency Exchange|Doctor on Call|EDLC|laundry|Lobby|parking available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Non Smoking Hotel|Local Tour / Travel Desk|Major Credit Cards Accepted|24/7 front desk|Luggage Storage|Doorman|power|express check-in/check-out / Check-Out|translation and interpretation services|wake up call|Separate Sitting Area|access via exterior corridors|ATM / Banking|fax/photocopying|Transfers Available|Extra Person / Child - Share the same room|car rental|EDLC|taxi service|City Shuttle Service| Drivers Rest Room|free internet access|Postal / Parcel Services|24/7 room service|Voicemail|Air / Rail Booking|Baggage Room|courier service|Guide / Sightseeing Service|Adjoining Rooms|Courtesy Coach|RO Water Purification System|Outdoor Parking - Secured|parking available|Internet Access|Room Service|porter|Public Restrooms
102,Room Service|barbeque|Doctor on Call|EDLC|laundry|parking available|Locker Facility|Luggage Storage|Medical Assistance Available|power|garden|wake up call|Suitable For Children|Separate Sitting Area|Smoking Area |Veranda|In House Events |Extra Person / Child - Share the same room|car rental|Water Dispenser Available|taxi service| Drivers Rest Room|free internet access|24/7 room service|Baggage Room|RO Water Purification System|Outdoor Parking - Secured|parking available
105,Room Service|EDLC|lift|Lobby|power|smoking room|kitchen|Food Facility|free internet access|Newspapers In Lobby|24/7 room service| Cook Services|Outdoor Parking - Secured
108,Room Service|Internet Access|Restaurant|banquet facilities|Business Center |Doctor on Call|EDLC|laundry|lift|Lobby|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Welcome Drinks|power|audio visual equipment|conference facility |conference facility|free internet access|Newspapers In Lobby|Adjoining Rooms|Internet Access
111,Room Service|Internet Access|Gym/Spa|Swimming Pool|Restaurant|swimming pool|airport shuttle surage|Banquet Facilities|Bar / Lounge |billiards|Business Center |Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|EDLC|Games Zone|health club/gym |Internet Access - Surcharge|laundry|Library|Lobby|non-smoking room|parking available|Front Desk|Multi Cuisine Restaurant |Non Smoking Hotel|spa|Table Tennis|Major Credit Cards Accepted|24/7 front desk|Luggage Storage|Medical Assistance Available|air conditioning|power|express check-in/check-out / Check-Out|garden|audio visual equipment|wedding service|wake up call|fitness center|Suitable For Children|Coffee Shop / Cafe|smoking room|Jacuzzi|wheelchair access|Pool Table|massage  |Discotheque |car rental|EDLC|Kids Play Zone|free internet access|children's playground|Postal / Parcel Services|family room|24/7 room service|Party hall|Air / Rail Booking|Baggage Room|Guide / Sightseeing Service|parking available|Full Time Operation for All 7 Days|Hotel Trading License|Public Restrooms|Security at All Hotel Entrances|Suites
113,Room Service|Gym/SpaBanquet Facilities|Business Center |Currency Exchange|Doctor on Call|health club/gym |laundry|Front Desk|spa|Local Tour / Travel Desk
115,Room Service|Restaurant|business center|Doctor on Call|laundry|Lobby|parking available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|24/7 front desk|Medical Assistance Available|Welcome Drinks|power|massage  |Safari|Camel Ride|Transfers Available| Bike on Rent|Vegetarian Food / Jain Food Available|car rental|City Shuttle Service|free internet access|Newspapers In Lobby|Postal / Parcel Services|24/7 room service| Cook Services|Air / Rail Booking|courier service|Guide / Sightseeing Service|RO Water Purification System|parking available|Restaurant
117,Room Service|doctor on call|laundry|power|conference facility |free internet access|Newspapers In Lobby|parking available|Room Service|restaurant |Suites
119,Internet Accessairport shuttle surage|barbeque|Internet Access - Surcharge|laundry|parking available|Front Desk|Luggage Storage|Medical Assistance Available|garden
121,Room Service|Gym/SpaBanquet Facilities|Business Center |Currency Exchange|Doctor on Call|health club/gym |laundry|Locker Facility|24/7 front desk|Cell Phone Rental|Smoking Area
123,Internet Access|Restaurantairport shuttle surage|Currency Exchange|Doctor on Call|Games Zone|Gift Shop |Internet Access - Surcharge|laundry|Lobby|non-smoking room|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Suitable For Children
124,Room Service|Restaurantlaundry|lift|parking available|power|parking available|Restaurant|Room Service|Public Restrooms
128,Room Service|Internet Access|internet access surcharge|Lobby|non-smoking room|parking available|Front Desk|24/7 front desk|Doorman|garden|Nature Walk|Smoking Area |Veranda|Water Dispenser Available|free internet access|parking available|Room Service|First-Aid Kit at Front Desk
129,Room Service|Internet Access|Gym/Spa|Restaurant|EDLC|lift|parking available|Multi Cuisine Restaurant |24/7 front desk|power|Catering|fitness center|Suitable For Children|Grocery|kitchen|Floor Butler|Vegetarian Food / Jain Food Available|City Shuttle Service|Food Facility|free internet access|Newspapers In Lobby| Cook Services|courier service|Outdoor Parking - Secured|parking available|Internet Access|Restaurant|Room Service
135,Restaurantbaby sitting/ Child Care (surcharge)|Concierge|Doctor on Call|parking available|Multi Cuisine Restaurant |Local Tour / Travel Desk|Medical Assistance Available|power|garden|wake up call|Nature Walk|taxi service|Food Facility|parking available
137,Room Service|Internet Access|Restaurant|airport shuttle/ Surcharge|baby sitting/ Child Care (surcharge)|Concierge|Currency Exchange|Doctor on Call|EDLC|Internet Access - Surcharge|laundry|Library|Lobby|parking available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|Doorman|Medical Assistance Available|Welcome Drinks|power|audio visual equipment|wake up call|porter|Suitable For Children|conference facility |fax/photocopying|limousine service|pick and drop|Extra Person / Child - Share the same room|car rental|conference facility|City Shuttle Service|free internet access|Newspapers In Lobby|24/7 room service|Air / Rail Booking|Guide / Sightseeing Service|RO Water Purification System|Outdoor Parking - Secured|Outdoor Parking - Non Secured|parking available|Internet Access|Room Service|Fire Safety|Recreation Zone|porter|Public Restrooms
138,Room Service|Gym/Spa|Swimming Pool|Restaurant|swimming pool|baby sitting/ Child Care (surcharge)|Banquet Facilities|Bar / Lounge |beauty salon|Business Center |Currency Exchange|Doctor on Call|health club/gym |laundry|parking available|Front Desk|Multi Cuisine Restaurant |Locker Facility|spa|Tennis Court|Local Tour / Travel Desk|24/7 front desk|power|garden|Pool Table|free internet access|children's playground|Postal / Parcel Services|24/7 room service|Outdoor Parking - Secured|parking available|porter|restaurant
141,Room Service|Internet Access|RestaurantInternet Access - Surcharge|laundry|parking available|Front Desk|Multi Cuisine Restaurant |power|garden|24/7 room service|parking available|Room Service
142,Room Service|Internet Access|Restaurantairport shuttle surage|Banquet Facilities|Bar / Lounge |Business Center |Currency Exchange|Disabled Friendly Facilities |Doctor on Call|EDLC|Internet Access - Surcharge|laundry|lift|Lobby|parking available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24/7 front desk|Doorman|Medical Assistance Available|air conditioning|Welcome Drinks|power|express check-in/check-out / Check-Out|wedding service|wake up call|Coffee Shop / Cafe|conference facility |Electronic / Magnetic Keys|wheelchair access|Open Air Restaurant |Vegetarian Food / Jain Food Available|car rental|EDLC|Newspapers In Lobby|24/7 room service|Air / Rail Booking|courier service
143,doctor on call|EDLC|laundry|lift|parking available|Front Desk|Local Tour / Travel Desk|power|wake up call|taxi service|free internet access
144,Room Service|RestaurantMulti Cuisine Restaurant |Local Tour / Travel Desk| Bike on Rent|car rental|Room Service
148,Room Service|Internet Access|Swimming Pool|Restaurant|swimming pool|airport shuttle surage|Bar / Lounge |Doctor on Call|Internet Access - Surcharge|laundry|Lobby|parking available|Front Desk|Multi Cuisine Restaurant |Locker Facility|spa|Table Tennis|Local Tour / Travel Desk|Major Credit Cards Accepted|24/7 front desk|Luggage Storage|Medical Assistance Available|power|garden|Coffee Shop / Cafe|conference facility |Pool Table|pick and drop|Open Air Restaurant | Bike on Rent|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|car rental|taxi service|Food Facility|free internet access|Newspapers In Lobby|family room|spa| Cook Services|Guide / Sightseeing Service|Outdoor Parking - Non Secured|parking available|Internet Access|Restaurant|Room Service|First-Aid Kit at Front Desk|Paid Transfers|Public Restrooms|restaurant
149,Room Service|Internet Access|Restaurant|airport shuttle/ Surcharge|Ballroom|Banquet Facilities|Business Center |Concierge|Currency Exchange|Doctor on Call|EDLC|Internet Access - Surcharge|laundry|Lobby|non-smoking room|parking available|Pets Allowed|Front Desk|Multi Cuisine Restaurant |Locker Facility|Non Smoking Hotel|Valet service|Major Credit Cards Accepted|24/7 front desk|Doorman|Medical Assistance Available|air conditioning|Welcome Drinks|power|express check-in/check-out / Check-Out|garden|audio visual equipment|wedding service|Catering|multilingual staff|wake up call|porter|Suitable For Children|Coffee Shop / Cafe|conference facility |smoking room|kitchen|Electronic / Magnetic Keys|fire place  |Free Local Calls|Picnic Area|Cell Phone Rental|wheelchair access|massage  |Smoking Area |Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|car rental|EDLC|Self Check - In|taxi service|City Shuttle Service|Food Facility|free internet access|Newspapers In Lobby|Electronic Check-Out|Postal / Parcel Services|24/7 room service|Parking (Surcharge)|Party hall|Air / Rail Booking|STD / ISD|Baggage Room|courier service|Guide / Sightseeing Service|Courtesy Coach|RO Water Purification System|Outdoor Parking - Secured|parking available|Room Service|Fire Safety|Anti-Slip Ramps|CCTV|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Hotel Trading License|Metal Detectors|Paid Transfers|Pest Control Facility|Public Restrooms|Security at All Hotel Entrances|Smoke Detector|Suites
150,Room Servicelift|24/7 front desk|24/7 room service|Room Service
154,Room Service|RestaurantDoctor on Call|EDLC|Games Zone|parking available|Front Desk|Multi Cuisine Restaurant |24/7 front desk|Welcome Drinks|power|garden|Open Air Restaurant |Kids Play Zone|Campfire / Bon Fire|Newspapers In Lobby|children's playground|24/7 room service
157,Room ServiceDoctor on Call|laundry|lift|Lobby|Room Service
158,Room Service|Internet AccessDoctor on Call|Internet Access - Surcharge|laundry|Lobby|non-smoking room|parking available|Front Desk|24/7 front desk|Doorman|power|express check-in/check-out / Check-Out|garden|car rental|Kids Play Zone|Food Facility|Newspapers In Lobby|family room|24/7 room service
159,Room Service|EDLC|non-smoking room|parking available|Front Desk|Locker Facility|24/7 front desk|power|express check-in/check-out / Check-Out|Catering|multilingual staff|wake up call|porter|Suitable For Children|pick and drop|Extra Person / Child - Share the same room|taxi service|Food Facility|free internet access|Newspapers In Lobby|24/7 room service|Outdoor Parking - Secured|parking available
162,Room Service|EDLC|parking available|Front Desk|Locker Facility|power|free internet access|24/7 room service|Outdoor Parking - Secured|Room Service|porter
163,Room Service|Gym/Spa|Restaurant|bar/lounge |Doctor on Call|health club/gym |laundry|lift|parking available|Front Desk|Multi Cuisine Restaurant |power|garden|free internet access|24/7 room service|Outdoor Parking - Secured|parking available|Room Service
167,Swimming Pool|swimming pool|Doctor on Call|non-smoking room|parking available|Front Desk|Doorman|power|free internet access|Baggage Room|Adjoining Rooms|Outdoor Parking - Secured|parking available|First-Aid Kit at Front Desk|Suites
173,Room ServiceDoctor on Call|parking available|Front Desk|power|wake up call|Nature Walk|Outdoor Parking - Secured|parking available|Room Service
175,Room Service|Internet AccessBanquet Facilities|Doctor on Call|laundry|lift|parking available|Front Desk|Village Visit ( Chargeable )|car rental|taxi service|Food Facility|Newspapers In Lobby|Party hall|Internet / fax/photocopying|Outdoor Parking - Non Secured|Room Service|CCTV|First-Aid Kit at Front Desk|Paid Transfers
176,EDLC|parking available|Front Desk|power|garden|free internet access|Outdoor Parking - Secured|parking available|Public Restrooms
182,Room Service|Internet AccessBanquet Facilities|Doctor on Call|laundry|Major Credit Cards Accepted|24/7 front desk|power|Internet Access
185,Room Service|Internet Access|Swimming Pool|RestaurantSwimming Pool|airport shuttle surage|Doctor on Call|EDLC|Internet Access - Surcharge|laundry|Lobby|parking available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24/7 front desk|Luggage Storage|power|garden|pick and drop|Newspapers In Lobby|24/7 room service|Guide / Sightseeing Service|RO Water Purification System
187,Room Service|Internet Access|Restaurant|airport shuttle/ Surcharge|Doctor on Call|laundry|parking available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24/7 front desk|Medical Assistance Available|Welcome Drinks|power|garden|Coffee Shop / Cafe|Nature Walk|Campfire / Bon Fire|Food Facility|free internet access|24/7 room service|Internet / fax/photocopying
193,Room Service|Internet Access|Gym/Spa|Restaurant|airport shuttle/ Surcharge|Business Center |Currency Exchange|Disabled Friendly Facilities |Doctor on Call|EDLC|health club/gym |Internet Access - Surcharge|laundry|lift|Lobby|parking available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24/7 front desk|Medical Assistance Available|power|express check-in/check-out / Check-Out|garden|wedding service|wake up call|Suitable For Children|Coffee Shop / Cafe|ATM / Banking|fax/photocopying|fire place  |pick and drop|Open Air Restaurant |Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|car rental|EDLC|Self Check - In|taxi service|Rooftop Garden|Food Facility| Drivers Rest Room|free internet access|Newspapers In Lobby|family room|24/7 room service|Parking (Surcharge)|courier service|Guide / Sightseeing Service|laptop rental|Internet / fax/photocopying|RO Water Purification System|Outdoor Parking - Secured|parking available|Internet Access|Restaurant|Room Service|Fire Safety|Public Restrooms|Suites
194,Room Service|Internet Access|business center|Internet Access - Surcharge|laundry|lift|Front Desk|Locker Facility|power|free internet access|Newspapers In Lobby|24/7 room service|Internet Access|Room Service
200,Room Service|Internet Access|Gym/Spa|Swimming Pool|Restaurant|swimming pool|Bar / Lounge |Business Center |Concierge|Doctor on Call|EDLC|health club/gym |Internet Access - Surcharge|laundry|Lobby|private pool|Front Desk|Multi Cuisine Restaurant |Welcome Drinks|garden|Sauna|Coffee Shop / Cafe|conference facility |fax/photocopying|Campfire / Bon Fire|free internet access|Newspapers In Lobby|children's playground|24/7 room service|Parking (Surcharge)|Outdoor Parking - Secured|parking available
201,Restaurant|swimming pool|airport shuttle surage|Bar / Lounge |Doctor on Call|laundry|parking available|Multi Cuisine Restaurant |Locker Facility|Major Credit Cards Accepted|power|garden|Suitable For Children|Grocery| Bike on Rent|car rental| Drivers Rest Room|RO Water Purification System|Outdoor Parking - Secured
